"GeneIDs"	"GL_LPV"	"Corr. GL_LPV"	"Healthy_male"	"Infected_male"
"Pmin_ref_seq_9396"	30.984459019172	29.8340896646353	-1	1
"Pmin_ref_seq_2642"	30.844524374834	29.6953835769353	-1	1
"Pmin_ref_seq_7379"	30.7993525096442	29.6508246892387	-1	1
"Pmin_ref_seq_4428"	30.6563736852186	29.5090692303599	-1	1
"Pmin_ref_seq_542"	30.6538522394416	29.5071581774899	-1	1
"Pmin_ref_seq_820"	30.4011530448778	29.2556772010655	-1	1
"Pmin_ref_seq_1737"	30.3341814706647	29.1893134568772	-1	1
"Pmin_ref_seq_9917"	30.317696879826	29.1734358465454	-1	1
"Pmin_ref_seq_2876"	30.2990237701662	29.1553688702455	-1	1
"Pmin_ref_seq_2257"	30.0782335870984	28.9357884218928	-1	1
"Pmin_ref_seq_4321"	30.0235890191699	28.8817474600127	-1	1
"Pmin_ref_seq_2090"	29.8145442703804	28.6733054795114	-1	1
"Pmin_ref_seq_9828"	29.799065756377	28.6584288983581	-1	1
"Pmin_ref_seq_568"	29.7817677568286	28.6417319985347	-1	1
"Pmin_ref_seq_2498"	29.5934017449335	28.4539662555422	-1	1
